method,feature_set,sample_id,dataset,x,y
tsne,I3D,video10_32_person18,CMOSE,-44.81545639038086,-6.0012898445129395
tsne,I3D,video10_33_person6,CMOSE,-36.9072380065918,2.414041757583618
tsne,I3D,video10_35_person7,CMOSE,-39.971797943115234,14.798721313476562
tsne,I3D,video10_39_person1,CMOSE,-26.787660598754883,0.9922743439674377
tsne,I3D,video10_3_person7,CMOSE,-40.82025146484375,19.13100814819336
tsne,I3D,video10_40_person0,CMOSE,-34.77766418457031,-17.14639663696289
tsne,I3D,video10_41_person0,CMOSE,-34.764076232910156,-17.141510009765625
tsne,I3D,video10_42_person7,CMOSE,-39.65555953979492,15.6058988571167
tsne,I3D,video10_45_person2,CMOSE,-43.59165573120117,10.558553695678711
tsne,I3D,video10_46_person3,CMOSE,-30.341899871826172,-20.517396926879883
tsne,I3D,video10_54_person11,CMOSE,-38.090579986572266,-0.08009868115186691
tsne,I3D,video10_54_person5,CMOSE,-21.87061309814453,-7.615764617919922
tsne,I3D,video10_56_person23,CMOSE,-31.372777938842773,-6.837975025177002
tsne,I3D,video10_58_person9,CMOSE,-35.41619873046875,-3.6831881999969482
tsne,I3D,video10_59_person27,CMOSE,-45.67604064941406,-3.2740161418914795
tsne,I3D,video10_63_person1,CMOSE,-29.163532257080078,2.169255256652832
tsne,I3D,video10_64_person15,CMOSE,-31.0871639251709,3.1202099323272705
tsne,I3D,video10_69_person7,CMOSE,-39.783199310302734,15.33102035522461
tsne,I3D,video10_6_person15,CMOSE,-32.765411376953125,3.936018943786621
tsne,I3D,video10_70_person10,CMOSE,-30.685192108154297,-1.2074531316757202
tsne,I3D,video10_72_person1,CMOSE,-32.43387985229492,-4.0834150314331055
tsne,I3D,video10_74_person2,CMOSE,-42.570411682128906,7.61077880859375
tsne,I3D,video10_75_person19,CMOSE,-37.39982986450195,-3.3894569873809814
tsne,I3D,video10_76_person11,CMOSE,-39.53135681152344,-0.08494345843791962
tsne,I3D,video10_77_person11,CMOSE,-39.607582092285156,0.48679256439208984
tsne,I3D,video10_80_person1,CMOSE,-25.970815658569336,0.7341555953025818
tsne,I3D,video10_81_person1,CMOSE,-26.117231369018555,1.1018699407577515
tsne,I3D,video10_81_person13,CMOSE,-36.92527770996094,-5.528468608856201
tsne,I3D,video10_81_person6,CMOSE,-36.907772064208984,1.6936728954315186
tsne,I3D,video10_82_person30,CMOSE,-35.33403778076172,18.171249389648438
tsne,I3D,video10_83_person3,CMOSE,-30.184160232543945,-20.031803131103516
tsne,I3D,video10_83_person9,CMOSE,-42.31426239013672,3.293825149536133
tsne,I3D,video10_84_person0,CMOSE,-43.640281677246094,10.882874488830566
tsne,I3D,video10_84_person2,CMOSE,-35.68892288208008,-6.778016090393066
tsne,I3D,video10_85_person9,CMOSE,-42.45045852661133,0.9153652787208557
tsne,I3D,video10_88_person19,CMOSE,-42.553428649902344,7.604521751403809
tsne,I3D,video10_89_person0,CMOSE,-33.97774887084961,-4.220555305480957
tsne,I3D,video10_90_person33,CMOSE,-39.564701080322266,0.04192867875099182
tsne,I3D,video10_90_person35,CMOSE,-31.434232711791992,-7.025976181030273
tsne,I3D,video10_93_person13,CMOSE,-42.786827087402344,4.518270969390869
tsne,I3D,video10_94_person9,CMOSE,-41.52044677734375,0.9510908126831055
tsne,I3D,video10_95_person0,CMOSE,-44.22117614746094,-3.581295967102051
tsne,I3D,video10_95_person15,CMOSE,-32.00841522216797,2.2247843742370605
tsne,I3D,video10_96_person30,CMOSE,-35.33256530761719,18.179332733154297
tsne,I3D,video10_99_person11,CMOSE,-39.046531677246094,2.2618095874786377
tsne,I3D,video10_9_person2,CMOSE,-35.36204528808594,-6.3694233894348145
tsne,I3D,video14_10_person10,CMOSE,-29.401521682739258,6.485223770141602
tsne,I3D,video14_11_person12,CMOSE,-20.754234313964844,7.785202503204346
tsne,I3D,video14_11_person18,CMOSE,-35.81064224243164,-1.2270498275756836
tsne,I3D,video14_12_person16,CMOSE,-23.748619079589844,10.120047569274902
tsne,I3D,video14_12_person6,CMOSE,-28.833324432373047,7.374436855316162
tsne,I3D,video14_15_person20,CMOSE,-30.05950927734375,7.5720438957214355
tsne,I3D,video14_19_person6,CMOSE,-28.915193557739258,7.083070755004883
tsne,I3D,video14_19_person9,CMOSE,-30.913862228393555,6.905318737030029
tsne,I3D,video14_23_person16,CMOSE,-23.727680206298828,10.077942848205566
tsne,I3D,video14_24_person16,CMOSE,-23.41014289855957,9.992782592773438
tsne,I3D,video14_26_person0,CMOSE,-33.320804595947266,3.3007216453552246
tsne,I3D,video14_28_person11,CMOSE,-25.35836410522461,-3.6816258430480957
tsne,I3D,video14_28_person14,CMOSE,-29.858022689819336,-3.5908925533294678
tsne,I3D,video14_29_person3,CMOSE,-26.95759391784668,2.4283766746520996
tsne,I3D,video14_31_person19,CMOSE,-28.65969467163086,-6.104261875152588
tsne,I3D,video14_32_person10,CMOSE,-26.077573776245117,-1.7174427509307861
tsne,I3D,video14_32_person8,CMOSE,-28.13690185546875,-2.84102725982666
tsne,I3D,video14_33_person15,CMOSE,-26.113998413085938,8.894143104553223
tsne,I3D,video14_34_person8,CMOSE,-28.62056541442871,-2.220125675201416
tsne,I3D,video14_36_person0,CMOSE,-33.41755294799805,3.289367914199829
tsne,I3D,video14_37_person3,CMOSE,-27.243633270263672,0.7463838458061218
tsne,I3D,video14_3_person4,CMOSE,-21.048847198486328,-1.886876106262207
tsne,I3D,video14_40_person5,CMOSE,-25.441959381103516,-1.9136205911636353
tsne,I3D,video14_50_person4,CMOSE,-26.35025978088379,7.882645130157471
tsne,I3D,video14_51_person18,CMOSE,-35.87250900268555,-1.3217463493347168
tsne,I3D,video14_52_person2,CMOSE,-35.3994140625,0.8086192607879639
tsne,I3D,video14_55_person3,CMOSE,-25.152929306030273,-8.104317665100098
tsne,I3D,video14_56_person14,CMOSE,-29.564088821411133,-3.3290560245513916
tsne,I3D,video14_57_person19,CMOSE,-28.89888572692871,-5.943450450897217
tsne,I3D,video14_5_person9,CMOSE,-31.109182357788086,6.474584579467773
tsne,I3D,video14_60_person4,CMOSE,-26.261903762817383,7.940455436706543
tsne,I3D,video14_61_person8,CMOSE,-29.913585662841797,-1.7698674201965332
tsne,I3D,video14_69_person14,CMOSE,-29.82374382019043,-2.9258711338043213
tsne,I3D,video15_100_person5,CMOSE,-45.72849655151367,1.762128472328186
tsne,I3D,video15_116_person4,CMOSE,-43.73397445678711,12.356255531311035
tsne,I3D,video15_12_person4,CMOSE,-39.055442810058594,-4.873653411865234
tsne,I3D,video15_146_person2,CMOSE,-47.263187408447266,9.418753623962402
tsne,I3D,video15_149_person2,CMOSE,-47.33205032348633,9.527300834655762
tsne,I3D,video15_149_person3,CMOSE,-40.4334602355957,7.062204360961914
tsne,I3D,video15_151_person3,CMOSE,-40.555870056152344,7.354351043701172
tsne,I3D,video15_15_person2,CMOSE,-3.616175889968872,-8.49730396270752
tsne,I3D,video15_163_person5,CMOSE,-44.93406295776367,0.24374331533908844
tsne,I3D,video15_16_person1,CMOSE,-27.026912689208984,-0.7562981247901917
tsne,I3D,video15_181_person4,CMOSE,-43.51020050048828,12.487640380859375
tsne,I3D,video15_181_person5,CMOSE,-44.952308654785156,0.16443485021591187
tsne,I3D,video15_189_person3,CMOSE,-40.80109786987305,7.430209159851074
tsne,I3D,video15_210_person3,CMOSE,-31.58058738708496,-5.853481292724609
tsne,I3D,video15_23_person1,CMOSE,-27.401073455810547,-0.8111584782600403
tsne,I3D,video15_30_person2,CMOSE,-46.65712356567383,7.962034225463867
tsne,I3D,video15_38_person4,CMOSE,-38.72304916381836,5.505499839782715
tsne,I3D,video15_39_person5,CMOSE,-44.98094940185547,1.112562894821167
tsne,I3D,video15_53_person4,CMOSE,-38.6409797668457,5.035938739776611
tsne,I3D,video15_63_person2,CMOSE,-3.616175889968872,-8.49730396270752
tsne,I3D,video15_79_person5,CMOSE,-44.69571304321289,2.2101590633392334
tsne,I3D,video15_96_person5,CMOSE,-45.718177795410156,1.9444530010223389
tsne,I3D,video15_98_person2,CMOSE,-46.69267272949219,8.11552619934082
tsne,I3D,video16_102_person8,CMOSE,-49.27130889892578,-12.942415237426758
tsne,I3D,video16_104_person5,CMOSE,-3.1537790298461914,-7.775192737579346
tsne,I3D,video16_109_person1,CMOSE,-29.262699127197266,0.3799402117729187
tsne,I3D,video16_111_person2,CMOSE,-19.455703735351562,13.907506942749023
tsne,I3D,video16_114_person4,CMOSE,-34.44409942626953,-1.7276489734649658
tsne,I3D,video16_119_person8,CMOSE,-49.059478759765625,-12.91264533996582
tsne,I3D,video16_120_person4,CMOSE,-41.152217864990234,-3.5615360736846924
tsne,I3D,video16_131_person2,CMOSE,-20.13204002380371,13.280725479125977
tsne,I3D,video16_140_person5,CMOSE,-24.106319427490234,-10.13329029083252
tsne,I3D,video16_147_person5,CMOSE,-23.96013069152832,-10.069159507751465
tsne,I3D,video16_152_person4,CMOSE,-41.57369613647461,9.097229957580566
tsne,I3D,video16_153_person4,CMOSE,-41.3365364074707,9.08988094329834
tsne,I3D,video16_161_person8,CMOSE,-48.2082405090332,-9.587032318115234
tsne,I3D,video16_16_person5,CMOSE,-24.08526611328125,-9.085966110229492
tsne,I3D,video16_183_person8,CMOSE,-47.923030853271484,-11.488618850708008
tsne,I3D,video16_190_person8,CMOSE,-48.18310546875,-13.032569885253906
tsne,I3D,video16_196_person8,CMOSE,-47.97323989868164,-11.088606834411621
tsne,I3D,video16_1_person2,CMOSE,-19.995967864990234,14.030016899108887
tsne,I3D,video16_211_person8,CMOSE,-48.24763870239258,-13.037748336791992
tsne,I3D,video16_228_person8,CMOSE,-48.284786224365234,-12.07996654510498
tsne,I3D,video16_26_person1,CMOSE,-29.3508358001709,-0.9124659299850464
tsne,I3D,video16_2_person3,CMOSE,-35.79226303100586,2.5699350833892822
tsne,I3D,video16_31_person4,CMOSE,-2.5778048038482666,-8.463046073913574
tsne,I3D,video16_43_person1,CMOSE,-18.63663101196289,-5.590071201324463
tsne,I3D,video16_43_person5,CMOSE,-22.165372848510742,-10.379499435424805
tsne,I3D,video16_45_person5,CMOSE,-22.448083877563477,-10.029623985290527
tsne,I3D,video16_52_person2,CMOSE,-19.004596710205078,14.064085960388184
tsne,I3D,video16_72_person2,CMOSE,-18.808618545532227,13.450865745544434
tsne,I3D,video16_80_person2,CMOSE,-19.455659866333008,13.509164810180664
tsne,I3D,video16_83_person5,CMOSE,-21.824182510375977,-10.633771896362305
tsne,I3D,video16_91_person5,CMOSE,-22.6345157623291,-9.78400993347168
tsne,I3D,video16_92_person2,CMOSE,-19.294404983520508,13.724477767944336
tsne,I3D,video16_98_person1,CMOSE,-18.900081634521484,-5.54284143447876
tsne,I3D,video16_99_person8,CMOSE,-47.8740234375,-11.212602615356445
tsne,I3D,video18_100_person6,CMOSE,-49.65077209472656,2.850804328918457
tsne,I3D,video18_120_person2,CMOSE,-13.499554634094238,-2.785045623779297
tsne,I3D,video18_123_person4,CMOSE,-40.84361267089844,-6.132725715637207
tsne,I3D,video18_125_person2,CMOSE,-16.46830940246582,-3.208745002746582
tsne,I3D,video18_132_person2,CMOSE,-14.860734939575195,-2.2840075492858887
tsne,I3D,video18_133_person1,CMOSE,-51.152530670166016,-6.744344711303711
tsne,I3D,video18_139_person1,CMOSE,-51.23712158203125,-6.961511135101318
tsne,I3D,video18_141_person2,CMOSE,-16.681432723999023,-3.3583478927612305
tsne,I3D,video18_141_person3,CMOSE,-42.264404296875,11.88448429107666
tsne,I3D,video18_142_person6,CMOSE,-50.72555160522461,6.4318671226501465
tsne,I3D,video18_143_person7,CMOSE,-42.27328109741211,-6.801724433898926
tsne,I3D,video18_144_person5,CMOSE,-36.560726165771484,7.834289073944092
tsne,I3D,video18_146_person7,CMOSE,-42.02800750732422,-7.616882801055908
tsne,I3D,video18_149_person6,CMOSE,-49.72252655029297,4.500155925750732
tsne,I3D,video18_151_person1,CMOSE,-51.071224212646484,-5.33614444732666
tsne,I3D,video18_152_person1,CMOSE,-51.464290618896484,-5.546722888946533
tsne,I3D,video18_154_person3,CMOSE,-48.049983978271484,-0.15035606920719147
tsne,I3D,video18_161_person1,CMOSE,-51.79865264892578,-7.406928062438965
tsne,I3D,video18_164_person6,CMOSE,-46.898258209228516,2.6379311084747314
tsne,I3D,video18_165_person8,CMOSE,-24.215286254882812,4.0811872482299805
tsne,I3D,video18_168_person2,CMOSE,-15.511724472045898,-1.9140863418579102
tsne,I3D,video18_169_person6,CMOSE,-48.764930725097656,4.5716776847839355
tsne,I3D,video18_170_person4,CMOSE,-39.35631561279297,-7.2968668937683105
tsne,I3D,video18_173_person3,CMOSE,-44.93391799926758,13.012153625488281
tsne,I3D,video18_175_person7,CMOSE,-42.9490852355957,-6.273822784423828
tsne,I3D,video18_176_person1,CMOSE,-49.90574264526367,-6.805815696716309
tsne,I3D,video18_176_person6,CMOSE,-49.989994049072266,5.976468563079834
tsne,I3D,video18_17_person3,CMOSE,-48.07957458496094,-2.4851324558258057
tsne,I3D,video18_183_person1,CMOSE,-50.40752029418945,-6.821763515472412
tsne,I3D,video18_185_person2,CMOSE,-15.389581680297852,-2.649350643157959
tsne,I3D,video18_185_person7,CMOSE,-43.11924743652344,-6.117779731750488
tsne,I3D,video18_186_person5,CMOSE,-28.641889572143555,4.725827217102051
tsne,I3D,video18_187_person2,CMOSE,-15.938948631286621,-2.6853091716766357
tsne,I3D,video18_187_person5,CMOSE,-28.605257034301758,5.037020206451416
tsne,I3D,video18_205_person6,CMOSE,-48.434722900390625,2.815631866455078
tsne,I3D,video18_206_person4,CMOSE,-40.011474609375,-6.380453109741211
tsne,I3D,video18_211_person3,CMOSE,-47.902320861816406,-0.04758969694375992
tsne,I3D,video18_212_person5,CMOSE,-33.84494400024414,14.383318901062012
tsne,I3D,video18_21_person1,CMOSE,-52.016387939453125,-5.4746904373168945
tsne,I3D,video18_21_person2,CMOSE,-14.55111026763916,-1.801492691040039
tsne,I3D,video18_220_person8,CMOSE,-24.943336486816406,5.6335129737854
tsne,I3D,video18_227_person8,CMOSE,-24.809507369995117,5.461867809295654
tsne,I3D,video18_229_person1,CMOSE,-51.72994613647461,-6.636866092681885
tsne,I3D,video18_237_person3,CMOSE,-41.96587371826172,12.79163932800293
tsne,I3D,video18_25_person8,CMOSE,-2.5778048038482666,-8.463046073913574
tsne,I3D,video18_30_person3,CMOSE,-48.1180419921875,-2.0426549911499023
tsne,I3D,video18_35_person8,CMOSE,-24.537935256958008,3.3333611488342285
tsne,I3D,video18_36_person1,CMOSE,-51.50238037109375,-6.076941967010498
tsne,I3D,video18_39_person2,CMOSE,-15.238566398620605,-3.0084421634674072
tsne,I3D,video18_41_person5,CMOSE,-27.533105850219727,4.540458679199219
tsne,I3D,video18_42_person6,CMOSE,-48.42422866821289,2.8873302936553955
tsne,I3D,video18_45_person6,CMOSE,-49.10984802246094,3.8914237022399902
tsne,I3D,video18_49_person3,CMOSE,-48.48214340209961,-2.2574851512908936
tsne,I3D,video18_51_person7,CMOSE,-42.69001388549805,-6.781031608581543
tsne,I3D,video18_60_person6,CMOSE,-50.6522331237793,5.832555294036865
tsne,I3D,video18_66_person2,CMOSE,-14.807366371154785,-1.416444182395935
tsne,I3D,video18_67_person6,CMOSE,-49.160308837890625,4.140119552612305
tsne,I3D,video18_6_person5,CMOSE,-27.794681549072266,4.688645362854004
tsne,I3D,video18_71_person3,CMOSE,-48.26799392700195,-2.386648416519165
tsne,I3D,video18_73_person2,CMOSE,-15.861371994018555,-1.6996691226959229
tsne,I3D,video18_77_person6,CMOSE,-49.75968933105469,2.3138041496276855
tsne,I3D,video18_79_person8,CMOSE,-24.36216926574707,4.596945762634277
tsne,I3D,video18_85_person6,CMOSE,-50.30927658081055,6.976095676422119
tsne,I3D,video18_86_person5,CMOSE,-27.467060089111328,4.502377986907959
tsne,I3D,video18_87_person4,CMOSE,-39.75358963012695,-5.463785648345947
tsne,I3D,video18_90_person7,CMOSE,-42.695987701416016,-7.121504306793213
tsne,I3D,video18_92_person8,CMOSE,-28.135482788085938,-3.8459439277648926
tsne,I3D,video18_94_person6,CMOSE,-50.213382720947266,6.160092830657959
tsne,I3D,video18_98_person7,CMOSE,-43.534793853759766,-6.8102521896362305
tsne,I3D,video18_9_person3,CMOSE,-41.645362854003906,11.671175003051758
tsne,I3D,video1_105_person2,CMOSE,-23.766164779663086,-2.6045074462890625
tsne,I3D,video1_140_person3,CMOSE,-35.61019515991211,3.6101131439208984
tsne,I3D,video1_151_person3,CMOSE,-35.293758392333984,3.4241995811462402
tsne,I3D,video1_166_person3,CMOSE,-36.426849365234375,4.2830610275268555
tsne,I3D,video1_17_person4,CMOSE,-44.17899703979492,9.622596740722656
tsne,I3D,video1_192_person2,CMOSE,-24.562952041625977,-2.735872745513916
tsne,I3D,video1_197_person3,CMOSE,-36.29759216308594,3.9248056411743164
tsne,I3D,video1_29_person2,CMOSE,-24.359769821166992,-2.6285459995269775
tsne,I3D,video1_3_person3,CMOSE,-36.2921142578125,5.64766263961792
tsne,I3D,video1_5_person3,CMOSE,-36.37295913696289,5.891757011413574
tsne,I3D,video5_101_person2,CMOSE,-33.73615646362305,6.479954242706299
tsne,I3D,video5_106_person5,CMOSE,-23.181833267211914,-2.9453015327453613
tsne,I3D,video5_109_person1,CMOSE,-24.311771392822266,-6.594601154327393
tsne,I3D,video5_111_person1,CMOSE,-24.565284729003906,-6.261326313018799
tsne,I3D,video5_115_person1,CMOSE,-25.06783103942871,-5.715093612670898
tsne,I3D,video5_118_person1,CMOSE,-23.684471130371094,-5.2275919914245605
tsne,I3D,video5_11_person2,CMOSE,-33.731815338134766,6.981632709503174
tsne,I3D,video5_130_person2,CMOSE,-32.98335647583008,6.461225509643555
tsne,I3D,video5_136_person5,CMOSE,-20.77454948425293,-3.3144099712371826
tsne,I3D,video5_139_person5,CMOSE,-21.11928367614746,-3.197669744491577
tsne,I3D,video5_145_person5,CMOSE,-20.82746696472168,-3.345491647720337
tsne,I3D,video5_146_person4,CMOSE,-17.182191848754883,8.471612930297852
tsne,I3D,video5_147_person0,CMOSE,-46.2635383605957,2.7463631629943848
tsne,I3D,video5_14_person3,CMOSE,-55.63129806518555,-1.5242499113082886
tsne,I3D,video5_150_person3,CMOSE,-55.773597717285156,-1.948001503944397
tsne,I3D,video5_153_person0,CMOSE,-45.96228790283203,5.078239917755127
tsne,I3D,video5_163_person2,CMOSE,-33.43117141723633,6.470691680908203
tsne,I3D,video5_164_person3,CMOSE,-55.59197998046875,-2.4596378803253174
tsne,I3D,video5_1_person2,CMOSE,-33.37942886352539,6.669943332672119
tsne,I3D,video5_20_person3,CMOSE,-56.350990295410156,-0.8967356085777283
tsne,I3D,video5_26_person3,CMOSE,-56.147918701171875,-0.49390169978141785
tsne,I3D,video5_26_person4,CMOSE,-17.08646011352539,8.140047073364258
tsne,I3D,video5_2_person0,CMOSE,-45.60499954223633,5.039775371551514
tsne,I3D,video5_33_person3,CMOSE,-55.80180358886719,0.34085044264793396
tsne,I3D,video5_34_person1,CMOSE,-24.90873146057129,-4.812253952026367
tsne,I3D,video5_36_person5,CMOSE,-21.81032943725586,-3.315202236175537
tsne,I3D,video5_38_person3,CMOSE,-55.30829620361328,-1.3136283159255981
tsne,I3D,video5_40_person4,CMOSE,-16.67884063720703,7.514366149902344
tsne,I3D,video5_42_person1,CMOSE,-24.46769142150879,-5.007787704467773
tsne,I3D,video5_42_person8,CMOSE,-42.438480377197266,-2.688091993331909
tsne,I3D,video5_44_person6,CMOSE,-14.028039932250977,-5.147615909576416
tsne,I3D,video5_46_person8,CMOSE,-42.52267837524414,-2.6388654708862305
tsne,I3D,video5_53_person8,CMOSE,-42.1089973449707,-2.968573808670044
tsne,I3D,video5_59_person6,CMOSE,-13.569853782653809,-3.972694158554077
tsne,I3D,video5_66_person1,CMOSE,-25.212692260742188,-5.287542343139648
tsne,I3D,video5_71_person6,CMOSE,-13.934985160827637,-4.995515823364258
tsne,I3D,video5_74_person0,CMOSE,-46.459442138671875,2.8714733123779297
tsne,I3D,video5_82_person3,CMOSE,-56.41728591918945,-1.383530855178833
tsne,I3D,video5_87_person1,CMOSE,-23.888744354248047,-6.196920394897461
tsne,I3D,video5_90_person3,CMOSE,-56.76380920410156,-0.5028099417686462
tsne,I3D,video5_90_person4,CMOSE,-17.28022003173828,8.530726432800293
tsne,I3D,video5_93_person3,CMOSE,-55.64067459106445,-1.0159921646118164
tsne,I3D,video5_95_person8,CMOSE,-39.27445602416992,8.509113311767578
tsne,I3D,video5_98_person4,CMOSE,-17.067272186279297,7.943027973175049
tsne,I3D,video5_99_person8,CMOSE,-39.20684051513672,8.066692352294922
tsne,I3D,video5_9_person0,CMOSE,-45.02922439575195,5.606657981872559
tsne,I3D,video6_100_person2,CMOSE,-19.714839935302734,5.110830307006836
tsne,I3D,video6_100_person4,CMOSE,-37.90230178833008,-13.500687599182129
tsne,I3D,video6_102_person14,CMOSE,-27.686750411987305,22.701396942138672
tsne,I3D,video6_104_person13,CMOSE,-18.80401611328125,1.4428811073303223
tsne,I3D,video6_105_person13,CMOSE,-18.686384201049805,1.900175929069519
tsne,I3D,video6_106_person2,CMOSE,-21.223413467407227,6.769413948059082
tsne,I3D,video6_108_person14,CMOSE,-28.37820816040039,23.010665893554688
tsne,I3D,video6_10_person8,CMOSE,-25.246593475341797,-16.615236282348633
tsne,I3D,video6_114_person8,CMOSE,-28.82365608215332,-13.054259300231934
tsne,I3D,video6_118_person4,CMOSE,-37.747779846191406,-13.60043716430664
tsne,I3D,video6_118_person5,CMOSE,-27.64159393310547,23.293560028076172
tsne,I3D,video6_120_person7,CMOSE,-33.57994842529297,10.222901344299316
tsne,I3D,video6_125_person5,CMOSE,-28.77519989013672,22.705921173095703
tsne,I3D,video6_128_person13,CMOSE,-19.401546478271484,1.4029351472854614
tsne,I3D,video6_128_person8,CMOSE,-29.03795051574707,-13.04770278930664
tsne,I3D,video6_131_person7,CMOSE,-33.590797424316406,10.338393211364746
tsne,I3D,video6_136_person6,CMOSE,-18.116477966308594,-16.688039779663086
tsne,I3D,video6_152_person11,CMOSE,-40.800437927246094,-19.02848243713379
tsne,I3D,video6_153_person11,CMOSE,-40.79206085205078,-18.97002410888672
tsne,I3D,video6_156_person13,CMOSE,-21.41082763671875,0.8138110041618347
tsne,I3D,video6_156_person7,CMOSE,-33.55487060546875,10.121761322021484
tsne,I3D,video6_159_person11,CMOSE,-41.69270706176758,-19.20132064819336
tsne,I3D,video6_159_person13,CMOSE,-21.363874435424805,0.9289810061454773
tsne,I3D,video6_161_person2,CMOSE,-20.785966873168945,6.44705057144165
tsne,I3D,video6_16_person5,CMOSE,-28.689725875854492,23.553659439086914
tsne,I3D,video6_176_person8,CMOSE,-29.138708114624023,-13.20530891418457
tsne,I3D,video6_17_person9,CMOSE,-17.275102615356445,-9.72087574005127
tsne,I3D,video6_191_person4,CMOSE,-37.79854202270508,-13.626951217651367
tsne,I3D,video6_196_person4,CMOSE,-38.14976119995117,-13.341912269592285
tsne,I3D,video6_197_person5,CMOSE,-27.579181671142578,23.289875030517578
tsne,I3D,video6_201_person6,CMOSE,-17.097187042236328,-17.098684310913086
tsne,I3D,video6_201_person8,CMOSE,-30.029916763305664,-12.84360122680664
tsne,I3D,video6_201_person9,CMOSE,-17.4502010345459,-9.284650802612305
tsne,I3D,video6_211_person13,CMOSE,-20.925817489624023,0.8033369779586792
tsne,I3D,video6_216_person2,CMOSE,-20.540794372558594,5.605490207672119
tsne,I3D,video6_221_person8,CMOSE,-38.137020111083984,9.30201530456543
tsne,I3D,video6_225_person13,CMOSE,-21.35120391845703,0.27323323488235474
tsne,I3D,video6_228_person14,CMOSE,-31.16036605834961,-12.790609359741211
tsne,I3D,video6_233_person1,CMOSE,-31.965673446655273,-1.832411289215088
tsne,I3D,video6_239_person1,CMOSE,-31.401777267456055,-1.904144287109375
tsne,I3D,video6_240_person11,CMOSE,-40.93465805053711,-18.713211059570312
tsne,I3D,video6_27_person12,CMOSE,-28.247289657592773,23.71358299255371
tsne,I3D,video6_28_person6,CMOSE,-17.462268829345703,-16.99195098876953
tsne,I3D,video6_29_person2,CMOSE,-20.378803253173828,5.873866081237793
tsne,I3D,video6_29_person7,CMOSE,-31.953947067260742,10.22132682800293
tsne,I3D,video6_29_person8,CMOSE,-31.316308975219727,-12.767520904541016
tsne,I3D,video6_42_person14,CMOSE,-28.91584587097168,22.554645538330078
tsne,I3D,video6_43_person6,CMOSE,-17.19361686706543,-17.1798152923584
tsne,I3D,video6_45_person1,CMOSE,-32.595420837402344,-1.5148825645446777
tsne,I3D,video6_55_person3,CMOSE,-20.319786071777344,-6.025481700897217
tsne,I3D,video6_62_person6,CMOSE,-17.48043441772461,-16.583271026611328
tsne,I3D,video6_68_person9,CMOSE,-16.981691360473633,-9.738480567932129
tsne,I3D,video6_71_person3,CMOSE,-28.79615592956543,1.5795243978500366
tsne,I3D,video6_72_person13,CMOSE,-18.50722312927246,1.7380834817886353
tsne,I3D,video6_72_person9,CMOSE,-16.54580307006836,-9.90604019165039
tsne,I3D,video6_77_person10,CMOSE,-40.149330139160156,10.440492630004883
tsne,I3D,video6_80_person2,CMOSE,-20.749164581298828,6.1583428382873535
tsne,I3D,video6_84_person11,CMOSE,-41.285091400146484,-19.148771286010742
tsne,I3D,video6_87_person6,CMOSE,-17.40993881225586,-16.03816795349121
tsne,I3D,video6_94_person13,CMOSE,-19.146381378173828,1.457048773765564
tsne,I3D,video6_94_person8,CMOSE,-30.556720733642578,-15.816554069519043
tsne,I3D,video6_97_person9,CMOSE,-16.818269729614258,-9.73613452911377
tsne,I3D,video6_99_person7,CMOSE,-32.24104309082031,10.242610931396484
tsne,I3D,video7_105_person2,CMOSE,-24.350738525390625,-18.335840225219727
tsne,I3D,video7_106_person5,CMOSE,-29.390579223632812,15.225882530212402
tsne,I3D,video7_113_person2,CMOSE,-24.185644149780273,-17.86917495727539
tsne,I3D,video7_113_person4,CMOSE,-42.26869201660156,22.167890548706055
tsne,I3D,video7_120_person7,CMOSE,-26.80147933959961,-7.548571586608887
tsne,I3D,video7_121_person5,CMOSE,-30.28960418701172,14.804176330566406
tsne,I3D,video7_122_person10,CMOSE,-34.2683219909668,-11.286691665649414
tsne,I3D,video7_127_person5,CMOSE,-29.256202697753906,13.22950553894043
tsne,I3D,video7_129_person7,CMOSE,-30.7740421295166,0.42541882395744324
tsne,I3D,video7_132_person0,CMOSE,-37.77177810668945,11.69707202911377
tsne,I3D,video7_134_person10,CMOSE,-31.520034790039062,-8.419567108154297
tsne,I3D,video7_141_person0,CMOSE,-36.25290298461914,12.464019775390625
tsne,I3D,video7_144_person7,CMOSE,-30.589426040649414,0.9922462701797485
tsne,I3D,video7_145_person5,CMOSE,-32.71116638183594,14.789230346679688
tsne,I3D,video7_149_person0,CMOSE,-37.655086517333984,11.729652404785156
tsne,I3D,video7_150_person10,CMOSE,-44.06197738647461,20.585407257080078
tsne,I3D,video7_150_person2,CMOSE,-24.62302017211914,-17.45199966430664
tsne,I3D,video7_154_person7,CMOSE,-31.665023803710938,1.0655733346939087
tsne,I3D,video7_15_person5,CMOSE,-28.808679580688477,13.862173080444336
tsne,I3D,video7_160_person5,CMOSE,-29.533878326416016,14.161691665649414
tsne,I3D,video7_171_person6,CMOSE,-28.163066864013672,-15.57377815246582
tsne,I3D,video7_172_person4,CMOSE,-42.08979034423828,21.938140869140625
tsne,I3D,video7_173_person5,CMOSE,-28.43708038330078,13.188417434692383
tsne,I3D,video7_181_person10,CMOSE,-34.801090240478516,-11.563541412353516
tsne,I3D,video7_182_person2,CMOSE,-23.291967391967773,-17.506790161132812
tsne,I3D,video7_183_person6,CMOSE,-26.075000762939453,-14.092020034790039
