method,feature_set,sample_id,dataset,x,y
tsne,OpenFace,first_quarter_0004_10s,private,40.04987335205078,-6.63117790222168
tsne,OpenFace,first_quarter_0006_10s,private,48.85804748535156,5.1252570152282715
tsne,OpenFace,first_quarter_0009_10s,private,24.169692993164062,-2.3606507778167725
tsne,OpenFace,first_quarter_0010_10s,private,15.746698379516602,-22.07494354248047
tsne,OpenFace,first_quarter_0011_10s,private,37.06172180175781,7.462506294250488
tsne,OpenFace,first_quarter_0013_10s,private,43.09695053100586,-15.970003128051758
tsne,OpenFace,first_quarter_0014_10s,private,24.4526424407959,-18.620914459228516
tsne,OpenFace,first_quarter_0015_10s,private,24.64808464050293,-18.470943450927734
tsne,OpenFace,first_quarter_0016_10s,private,43.2872314453125,-15.872056007385254
tsne,OpenFace,first_quarter_0018_10s,private,37.81251525878906,4.932957649230957
tsne,OpenFace,first_quarter_0019_10s,private,15.218415260314941,-22.536752700805664
tsne,OpenFace,first_quarter_0020_10s,private,24.619897842407227,-2.381680488586426
tsne,OpenFace,first_quarter_0025_10s,private,48.848976135253906,-1.9655786752700806
tsne,OpenFace,first_quarter_0027_10s,private,48.14300537109375,-3.0801966190338135
tsne,OpenFace,first_quarter_0031_10s,private,45.3084602355957,-9.011978149414062
tsne,OpenFace,first_quarter_0032_10s,private,17.896827697753906,-1.0664745569229126
tsne,OpenFace,first_quarter_0038_10s,private,25.435901641845703,-2.568446636199951
tsne,OpenFace,first_quarter_0039_10s,private,46.48572540283203,-0.6598540544509888
tsne,OpenFace,first_quarter_0041_10s,private,17.647937774658203,7.6173882484436035
tsne,OpenFace,first_quarter_0042_10s,private,45.59016418457031,-12.941913604736328
tsne,OpenFace,first_quarter_0044_10s,private,45.807220458984375,-13.260448455810547
tsne,OpenFace,first_quarter_0048_10s,private,44.4055290222168,-8.938836097717285
tsne,OpenFace,first_quarter_0049_10s,private,18.741893768310547,-1.7884584665298462
tsne,OpenFace,first_quarter_0058_10s,private,18.603931427001953,7.655654430389404
tsne,OpenFace,first_quarter_0059_10s,private,45.69370651245117,-10.153180122375488
tsne,OpenFace,first_quarter_0061_10s,private,51.8066291809082,6.067750930786133
tsne,OpenFace,first_quarter_0062_10s,private,19.11789321899414,7.689960956573486
tsne,OpenFace,first_quarter_0072_10s,private,18.40171241760254,-1.667456030845642
tsne,OpenFace,first_quarter_0134_10s,private,38.45775604248047,-3.5996766090393066
tsne,OpenFace,first_quarter_0135_10s,private,19.329221725463867,-13.829618453979492
tsne,OpenFace,first_quarter_0139_10s,private,19.48464012145996,-18.008153915405273
tsne,OpenFace,first_quarter_0143_10s,private,49.580326080322266,0.853731095790863
tsne,OpenFace,first_quarter_0148_10s,private,34.13312911987305,3.6386497020721436
tsne,OpenFace,first_quarter_0151_10s,private,49.71701431274414,0.15606307983398438
tsne,OpenFace,first_quarter_0152_10s,private,23.795326232910156,-11.695693016052246
tsne,OpenFace,first_quarter_0156_10s,private,19.042261123657227,-14.085142135620117
tsne,OpenFace,first_quarter_0157_10s,private,44.21125793457031,-13.115461349487305
tsne,OpenFace,first_quarter_0163_10s,private,38.480316162109375,-4.539130687713623
tsne,OpenFace,first_quarter_0164_10s,private,17.528697967529297,-1.593057632446289
tsne,OpenFace,first_quarter_0169_10s,private,39.98519515991211,-15.674640655517578
tsne,OpenFace,first_quarter_0173_10s,private,24.07691192626953,-9.901569366455078
tsne,OpenFace,first_quarter_0179_10s,private,21.209991455078125,1.6361191272735596
tsne,OpenFace,first_quarter_0182_10s,private,42.06557846069336,-16.15555191040039
tsne,OpenFace,first_quarter_0185_10s,private,40.1872444152832,-2.4294023513793945
tsne,OpenFace,first_quarter_0186_10s,private,19.082284927368164,-14.344305038452148
tsne,OpenFace,first_quarter_0187_10s,private,44.39334487915039,-8.893766403198242
tsne,OpenFace,first_quarter_0193_10s,private,44.214393615722656,-9.256261825561523
tsne,OpenFace,first_quarter_0194_10s,private,18.487836837768555,-2.677992582321167
tsne,OpenFace,first_quarter_0208_10s,private,53.28677749633789,4.708259582519531
tsne,OpenFace,first_quarter_0211_10s,private,23.768516540527344,3.8937628269195557
tsne,OpenFace,first_quarter_0213_10s,private,23.773487091064453,-20.485877990722656
tsne,OpenFace,first_quarter_0214_10s,private,21.9869441986084,-20.476276397705078
tsne,OpenFace,first_quarter_0217_10s,private,27.074451446533203,5.273782253265381
tsne,OpenFace,first_quarter_0218_10s,private,25.633840560913086,2.392113208770752
tsne,OpenFace,first_quarter_0219_10s,private,18.177804946899414,6.166530132293701
tsne,OpenFace,first_quarter_0222_10s,private,33.90084457397461,-0.8641282916069031
tsne,OpenFace,first_quarter_0228_10s,private,46.28968048095703,-13.100685119628906
tsne,OpenFace,first_quarter_0229_10s,private,18.19517707824707,7.012607574462891
tsne,OpenFace,first_quarter_0230_10s,private,25.347455978393555,-12.628019332885742
tsne,OpenFace,first_quarter_0231_10s,private,20.965538024902344,-3.804316520690918
tsne,OpenFace,first_quarter_0235_10s,private,22.761741638183594,-20.565319061279297
tsne,OpenFace,first_quarter_0237_10s,private,47.79465103149414,3.4699461460113525
tsne,OpenFace,first_quarter_0238_10s,private,44.669517517089844,3.7567813396453857
tsne,OpenFace,first_quarter_0244_10s,private,24.966110229492188,-8.163148880004883
tsne,OpenFace,first_quarter_0246_10s,private,23.76614761352539,-20.12965965270996
tsne,OpenFace,first_quarter_0247_10s,private,21.760332107543945,-21.14662742614746
tsne,OpenFace,first_quarter_0250_10s,private,27.643590927124023,6.068873882293701
tsne,OpenFace,first_quarter_0252_10s,private,21.371280670166016,3.5714516639709473
tsne,OpenFace,first_quarter_0255_10s,private,24.195499420166016,-15.189783096313477
tsne,OpenFace,first_quarter_0259_10s,private,24.314739227294922,-15.167757987976074
tsne,OpenFace,first_quarter_0260_10s,private,45.90451431274414,-14.774703979492188
tsne,OpenFace,first_quarter_0261_10s,private,20.129432678222656,7.990274429321289
tsne,OpenFace,first_quarter_0263_10s,private,21.484113693237305,-3.302135467529297
tsne,OpenFace,fourth_quarter_0001_10s,private,33.175323486328125,1.946296215057373
tsne,OpenFace,fourth_quarter_0003_10s,private,18.321680068969727,-24.143329620361328
tsne,OpenFace,fourth_quarter_0004_10s,private,47.20255661010742,9.434225082397461
tsne,OpenFace,fourth_quarter_0005_10s,private,35.26964569091797,2.106677770614624
tsne,OpenFace,fourth_quarter_0006_10s,private,37.51145935058594,-12.468101501464844
tsne,OpenFace,fourth_quarter_0007_10s,private,17.43512725830078,13.766322135925293
tsne,OpenFace,fourth_quarter_0009_10s,private,24.8037109375,2.0072617530822754
tsne,OpenFace,fourth_quarter_0010_10s,private,35.06032180786133,7.091068744659424
tsne,OpenFace,fourth_quarter_0011_10s,private,52.69784164428711,1.237335205078125
tsne,OpenFace,fourth_quarter_0013_10s,private,22.52349853515625,-22.4383544921875
tsne,OpenFace,fourth_quarter_0016_10s,private,24.622764587402344,-21.159894943237305
tsne,OpenFace,fourth_quarter_0019_10s,private,35.744529724121094,8.051102638244629
tsne,OpenFace,fourth_quarter_0020_10s,private,23.32978057861328,-11.171866416931152
tsne,OpenFace,fourth_quarter_0021_10s,private,42.39923095703125,-1.0404775142669678
tsne,OpenFace,fourth_quarter_0022_10s,private,17.55484390258789,13.007710456848145
tsne,OpenFace,fourth_quarter_0023_10s,private,39.289703369140625,-12.016837120056152
tsne,OpenFace,fourth_quarter_0024_10s,private,33.816062927246094,0.8166260123252869
tsne,OpenFace,fourth_quarter_0026_10s,private,16.642269134521484,-24.054880142211914
tsne,OpenFace,fourth_quarter_0028_10s,private,20.215251922607422,-1.1365891695022583
tsne,OpenFace,fourth_quarter_0030_10s,private,14.278425216674805,-25.96282386779785
tsne,OpenFace,fourth_quarter_0031_10s,private,47.456398010253906,9.561518669128418
tsne,OpenFace,fourth_quarter_0032_10s,private,39.842620849609375,3.4163663387298584
tsne,OpenFace,fourth_quarter_0033_10s,private,28.517215728759766,7.0548248291015625
tsne,OpenFace,fourth_quarter_0034_10s,private,17.83304214477539,13.427413940429688
tsne,OpenFace,fourth_quarter_0035_10s,private,14.538531303405762,13.705316543579102
tsne,OpenFace,fourth_quarter_0036_10s,private,13.709009170532227,13.532211303710938
tsne,OpenFace,fourth_quarter_0038_10s,private,26.89266586303711,2.1113157272338867
tsne,OpenFace,fourth_quarter_0047_10s,private,13.14867115020752,-19.436866760253906
tsne,OpenFace,fourth_quarter_0048_10s,private,47.17974090576172,11.14083480834961
tsne,OpenFace,fourth_quarter_0050_10s,private,39.6694221496582,-12.02168083190918
tsne,OpenFace,fourth_quarter_0051_10s,private,16.91730499267578,13.306502342224121
tsne,OpenFace,fourth_quarter_0052_10s,private,35.372230529785156,-4.611818313598633
tsne,OpenFace,fourth_quarter_0053_10s,private,24.094768524169922,-10.658293724060059
tsne,OpenFace,fourth_quarter_0065_10s,private,24.122533798217773,-8.79615306854248
tsne,OpenFace,fourth_quarter_0066_10s,private,37.63912582397461,-4.805241107940674
tsne,OpenFace,fourth_quarter_0067_10s,private,36.09404754638672,-2.7721681594848633
tsne,OpenFace,fourth_quarter_0068_10s,private,36.41722106933594,-3.178560256958008
tsne,OpenFace,fourth_quarter_0069_10s,private,37.05855941772461,-4.086392402648926
tsne,OpenFace,fourth_quarter_0070_10s,private,16.298175811767578,12.995180130004883
tsne,OpenFace,fourth_quarter_0071_10s,private,28.213539123535156,6.8144965171813965
tsne,OpenFace,fourth_quarter_0072_10s,private,34.7888298034668,3.950194835662842
tsne,OpenFace,fourth_quarter_0073_10s,private,10.443439483642578,-23.324934005737305
tsne,OpenFace,fourth_quarter_0074_10s,private,11.007217407226562,-23.13092613220215
tsne,OpenFace,fourth_quarter_0075_10s,private,9.338231086730957,-27.20999526977539
tsne,OpenFace,fourth_quarter_0076_10s,private,9.60481071472168,-24.885473251342773
tsne,OpenFace,fourth_quarter_0077_10s,private,9.59815788269043,-23.122291564941406
tsne,OpenFace,fourth_quarter_0078_10s,private,9.14840030670166,-23.32978057861328
tsne,OpenFace,fourth_quarter_0080_10s,private,9.728890419006348,-26.391109466552734
tsne,OpenFace,fourth_quarter_0081_10s,private,9.187203407287598,-26.061532974243164
tsne,OpenFace,fourth_quarter_0082_10s,private,9.910601615905762,-25.494516372680664
tsne,OpenFace,fourth_quarter_0083_10s,private,11.879450798034668,-26.432695388793945
tsne,OpenFace,fourth_quarter_0084_10s,private,12.453940391540527,-25.873611450195312
tsne,OpenFace,fourth_quarter_0085_10s,private,11.303014755249023,-24.08737564086914
tsne,OpenFace,fourth_quarter_0086_10s,private,18.440441131591797,-26.996742248535156
tsne,OpenFace,fourth_quarter_0087_10s,private,10.339184761047363,-24.018159866333008
tsne,OpenFace,fourth_quarter_0088_10s,private,14.533208847045898,-24.797815322875977
tsne,OpenFace,fourth_quarter_0089_10s,private,10.763079643249512,-25.6495418548584
tsne,OpenFace,fourth_quarter_0090_10s,private,15.269710540771484,-24.199556350708008
tsne,OpenFace,fourth_quarter_0091_10s,private,19.22170639038086,-24.44418716430664
tsne,OpenFace,fourth_quarter_0092_10s,private,16.9503116607666,-20.60312271118164
tsne,OpenFace,fourth_quarter_0093_10s,private,17.226078033447266,-24.78059959411621
tsne,OpenFace,fourth_quarter_0094_10s,private,18.14417839050293,-25.23792839050293
tsne,OpenFace,fourth_quarter_0095_10s,private,19.111682891845703,-26.184036254882812
tsne,OpenFace,fourth_quarter_0096_10s,private,17.945690155029297,-23.316471099853516
tsne,OpenFace,fourth_quarter_0097_10s,private,18.92258071899414,-26.254863739013672
tsne,OpenFace,fourth_quarter_0098_10s,private,17.142255783081055,-25.53095245361328
tsne,OpenFace,fourth_quarter_0101_10s,private,17.281700134277344,-21.22380256652832
tsne,OpenFace,fourth_quarter_0103_10s,private,18.928560256958008,-23.233081817626953
tsne,OpenFace,fourth_quarter_0104_10s,private,17.89150619506836,-20.911073684692383
tsne,OpenFace,fourth_quarter_0105_10s,private,16.754480361938477,-21.142457962036133
tsne,OpenFace,fourth_quarter_0106_10s,private,11.131278991699219,-26.074495315551758
tsne,OpenFace,fourth_quarter_0107_10s,private,12.312230110168457,-28.30246353149414
tsne,OpenFace,fourth_quarter_0109_10s,private,11.687637329101562,-27.91696548461914
tsne,OpenFace,fourth_quarter_0110_10s,private,13.177583694458008,-27.027210235595703
tsne,OpenFace,fourth_quarter_0111_10s,private,17.049137115478516,-23.666593551635742
tsne,OpenFace,fourth_quarter_0112_10s,private,14.626051902770996,-22.00077247619629
tsne,OpenFace,fourth_quarter_0113_10s,private,16.901493072509766,-22.481584548950195
tsne,OpenFace,fourth_quarter_0114_10s,private,12.082367897033691,-25.230804443359375
tsne,OpenFace,fourth_quarter_0115_10s,private,11.456157684326172,-25.352333068847656
tsne,OpenFace,fourth_quarter_0119_10s,private,10.444070816040039,-26.731422424316406
tsne,OpenFace,fourth_quarter_0120_10s,private,11.824597358703613,-24.071701049804688
tsne,OpenFace,fourth_quarter_0121_10s,private,11.909363746643066,-24.206640243530273
tsne,OpenFace,fourth_quarter_0122_10s,private,14.3186616897583,-23.13706398010254
tsne,OpenFace,fourth_quarter_0123_10s,private,12.589462280273438,-23.83016014099121
tsne,OpenFace,fourth_quarter_0124_10s,private,12.71489429473877,-22.505475997924805
tsne,OpenFace,fourth_quarter_0125_10s,private,14.240029335021973,-23.86256217956543
tsne,OpenFace,fourth_quarter_0126_10s,private,13.64565372467041,-21.63296890258789
tsne,OpenFace,fourth_quarter_0127_10s,private,13.787171363830566,-21.850120544433594
tsne,OpenFace,fourth_quarter_0128_10s,private,14.706977844238281,-20.156326293945312
tsne,OpenFace,fourth_quarter_0129_10s,private,13.363082885742188,-22.346742630004883
tsne,OpenFace,fourth_quarter_0130_10s,private,16.34429931640625,-19.647123336791992
tsne,OpenFace,fourth_quarter_0133_10s,private,15.481048583984375,-20.962539672851562
tsne,OpenFace,fourth_quarter_0136_10s,private,37.89262008666992,-12.657797813415527
tsne,OpenFace,fourth_quarter_0137_10s,private,18.019832611083984,14.154541015625
tsne,OpenFace,fourth_quarter_0138_10s,private,22.55522918701172,-11.111430168151855
tsne,OpenFace,fourth_quarter_0139_10s,private,27.48965835571289,-0.1744881123304367
tsne,OpenFace,fourth_quarter_0152_10s,private,19.330245971679688,-13.195012092590332
tsne,OpenFace,fourth_quarter_0153_10s,private,19.951189041137695,0.3470348119735718
tsne,OpenFace,fourth_quarter_0154_10s,private,17.127788543701172,14.646930694580078
tsne,OpenFace,fourth_quarter_0158_10s,private,15.679959297180176,-23.958831787109375
tsne,OpenFace,fourth_quarter_0160_10s,private,42.74468994140625,-0.513432502746582
tsne,OpenFace,fourth_quarter_0163_10s,private,46.96742630004883,10.752238273620605
tsne,OpenFace,fourth_quarter_0165_10s,private,37.65373611450195,-13.61519718170166
tsne,OpenFace,fourth_quarter_0166_10s,private,15.6410551071167,14.208634376525879
tsne,OpenFace,fourth_quarter_0167_10s,private,16.313034057617188,14.499975204467773
tsne,OpenFace,fourth_quarter_0168_10s,private,23.536197662353516,-17.486623764038086
tsne,OpenFace,fourth_quarter_0169_10s,private,27.268552780151367,-0.3154689371585846
tsne,OpenFace,fourth_quarter_0182_10s,private,26.958478927612305,-2.191882610321045
tsne,OpenFace,fourth_quarter_0183_10s,private,17.26700210571289,-13.834390640258789
tsne,OpenFace,fourth_quarter_0184_10s,private,16.835908889770508,14.577927589416504
tsne,OpenFace,fourth_quarter_0185_10s,private,27.72943115234375,4.7329182624816895
tsne,OpenFace,fourth_quarter_0186_10s,private,39.76997756958008,4.634030342102051
tsne,OpenFace,fourth_quarter_0188_10s,private,16.5317440032959,-21.430740356445312
tsne,OpenFace,fourth_quarter_0193_10s,private,47.152427673339844,10.293583869934082
tsne,OpenFace,fourth_quarter_0194_10s,private,36.27239227294922,1.3804396390914917
tsne,OpenFace,fourth_quarter_0195_10s,private,38.31793975830078,-11.060589790344238
tsne,OpenFace,fourth_quarter_0196_10s,private,16.813556671142578,14.113299369812012
tsne,OpenFace,fourth_quarter_0197_10s,private,16.17889404296875,-15.413742065429688
tsne,OpenFace,fourth_quarter_0211_10s,private,36.304656982421875,-7.185442924499512
tsne,OpenFace,fourth_quarter_0216_10s,private,15.916646003723145,-25.071992874145508
tsne,OpenFace,fourth_quarter_0237_10s,private,42.911888122558594,10.532726287841797
tsne,OpenFace,fourth_quarter_0241_10s,private,10.484136581420898,-16.645429611206055
tsne,OpenFace,fourth_quarter_0244_10s,private,42.7841911315918,10.439419746398926
tsne,OpenFace,fourth_quarter_0245_10s,private,19.87038803100586,-1.418175458908081
tsne,OpenFace,fourth_quarter_0249_10s,private,13.620622634887695,-24.843891143798828
tsne,OpenFace,fourth_quarter_0257_10s,private,42.8545036315918,10.687376022338867
tsne,OpenFace,fourth_quarter_0264_10s,private,23.97136878967285,-22.113826751708984
tsne,OpenFace,second_quarter_0001_10s,private,51.24164581298828,0.699949324131012
tsne,OpenFace,second_quarter_0003_10s,private,38.30451202392578,-6.196478366851807
tsne,OpenFace,second_quarter_0005_10s,private,22.276174545288086,-18.535892486572266
tsne,OpenFace,second_quarter_0012_10s,private,20.370834350585938,-0.30127403140068054
tsne,OpenFace,second_quarter_0017_10s,private,20.963815689086914,-0.9451631307601929
tsne,OpenFace,second_quarter_0019_10s,private,52.322723388671875,2.178246021270752
tsne,OpenFace,second_quarter_0026_10s,private,37.723876953125,-3.352069139480591
tsne,OpenFace,second_quarter_0027_10s,private,28.823007583618164,-2.0772719383239746
tsne,OpenFace,second_quarter_0028_10s,private,45.07553482055664,2.9241111278533936
tsne,OpenFace,second_quarter_0029_10s,private,47.099586486816406,11.922883033752441
tsne,OpenFace,second_quarter_0030_10s,private,36.13610076904297,-0.25077420473098755
tsne,OpenFace,second_quarter_0033_10s,private,23.339868545532227,-16.23577308654785
tsne,OpenFace,second_quarter_0038_10s,private,21.382434844970703,-1.6767183542251587
tsne,OpenFace,second_quarter_0039_10s,private,50.49142074584961,10.505682945251465
tsne,OpenFace,second_quarter_0040_10s,private,39.20130920410156,-3.9219415187835693
tsne,OpenFace,second_quarter_0042_10s,private,21.863727569580078,-22.379423141479492
tsne,OpenFace,second_quarter_0044_10s,private,15.80260181427002,-26.889461517333984
tsne,OpenFace,second_quarter_0045_10s,private,44.428497314453125,-2.922301769256592
tsne,OpenFace,second_quarter_0046_10s,private,47.972042083740234,11.359556198120117
tsne,OpenFace,second_quarter_0047_10s,private,47.033634185791016,2.6988399028778076
tsne,OpenFace,second_quarter_0053_10s,private,20.436052322387695,-7.737656116485596
tsne,OpenFace,second_quarter_0055_10s,private,25.518310546875,-14.86948299407959
tsne,OpenFace,second_quarter_0057_10s,private,25.77468490600586,-11.106733322143555
tsne,OpenFace,second_quarter_0063_10s,private,28.856096267700195,2.8140227794647217
tsne,OpenFace,second_quarter_0065_10s,private,21.944198608398438,3.961986780166626
tsne,OpenFace,second_quarter_0071_10s,private,27.8602237701416,0.27021893858909607
tsne,OpenFace,second_quarter_0132_10s,private,48.86590576171875,10.863096237182617
tsne,OpenFace,second_quarter_0139_10s,private,14.306922912597656,-27.998815536499023
tsne,OpenFace,second_quarter_0152_10s,private,20.33037757873535,-4.191370010375977
tsne,OpenFace,second_quarter_0155_10s,private,27.04290199279785,-3.0810604095458984
tsne,OpenFace,second_quarter_0158_10s,private,34.56241989135742,0.13437587022781372
tsne,OpenFace,second_quarter_0160_10s,private,46.61607360839844,-2.709873914718628
tsne,OpenFace,second_quarter_0162_10s,private,41.207664489746094,-0.6286177635192871
tsne,OpenFace,second_quarter_0165_10s,private,25.93006134033203,-3.6852099895477295
tsne,OpenFace,second_quarter_0169_10s,private,21.394439697265625,-9.591358184814453
tsne,OpenFace,second_quarter_0171_10s,private,49.4423942565918,-1.1669973134994507
tsne,OpenFace,second_quarter_0181_10s,private,32.18588638305664,3.3334739208221436
tsne,OpenFace,second_quarter_0182_10s,private,21.229021072387695,-3.7465689182281494
tsne,OpenFace,second_quarter_0190_10s,private,48.565006256103516,8.420846939086914
tsne,OpenFace,second_quarter_0199_10s,private,20.61247444152832,7.410958290100098
tsne,OpenFace,second_quarter_0200_10s,private,45.22024154663086,-12.84946346282959
tsne,OpenFace,second_quarter_0202_10s,private,38.69742965698242,7.25358772277832
tsne,OpenFace,second_quarter_0204_10s,private,51.25287628173828,10.07396125793457
tsne,OpenFace,second_quarter_0209_10s,private,51.6322021484375,3.1118416786193848
tsne,OpenFace,second_quarter_0210_10s,private,24.589170455932617,-6.756298542022705
tsne,OpenFace,second_quarter_0211_10s,private,51.24549865722656,2.394901752471924
tsne,OpenFace,second_quarter_0212_10s,private,24.807083129882812,-11.254743576049805
tsne,OpenFace,second_quarter_0213_10s,private,43.1636962890625,-2.679629325866699
tsne,OpenFace,second_quarter_0215_10s,private,18.390472412109375,1.6559473276138306
tsne,OpenFace,second_quarter_0217_10s,private,41.985782623291016,-13.247964859008789
tsne,OpenFace,second_quarter_0224_10s,private,18.67252540588379,-19.551677703857422
tsne,OpenFace,second_quarter_0231_10s,private,41.984840393066406,-12.680278778076172
tsne,OpenFace,second_quarter_0233_10s,private,45.00908279418945,11.13438606262207
tsne,OpenFace,second_quarter_0234_10s,private,22.995620727539062,-7.741101264953613
tsne,OpenFace,second_quarter_0235_10s,private,40.62417221069336,0.7512550950050354
tsne,OpenFace,second_quarter_0236_10s,private,25.556549072265625,-9.8942232131958
tsne,OpenFace,second_quarter_0238_10s,private,22.067686080932617,-6.495262622833252
tsne,OpenFace,second_quarter_0239_10s,private,44.550167083740234,-2.903472423553467
tsne,OpenFace,second_quarter_0240_10s,private,47.87141036987305,-2.2141001224517822
tsne,OpenFace,second_quarter_0242_10s,private,48.30276107788086,-1.938753366470337
tsne,OpenFace,second_quarter_0243_10s,private,19.601472854614258,-4.5577263832092285
tsne,OpenFace,second_quarter_0244_10s,private,40.21549606323242,-7.5637030601501465
tsne,OpenFace,second_quarter_0246_10s,private,42.96558380126953,-1.6930185556411743
tsne,OpenFace,second_quarter_0247_10s,private,23.06631851196289,-7.913997173309326
tsne,OpenFace,second_quarter_0248_10s,private,16.431472778320312,3.0239052772521973
tsne,OpenFace,second_quarter_0250_10s,private,42.46829605102539,-12.842744827270508
tsne,OpenFace,second_quarter_0257_10s,private,18.624523162841797,-19.783340454101562
tsne,OpenFace,second_quarter_0263_10s,private,42.062965393066406,-12.351944923400879
tsne,OpenFace,second_quarter_0265_10s,private,15.676470756530762,6.6453094482421875
tsne,OpenFace,second_quarter_0266_10s,private,22.76302146911621,-7.262080192565918
tsne,OpenFace,third_quarter_0001_10s,private,19.507505416870117,6.152662754058838
tsne,OpenFace,third_quarter_0002_10s,private,31.933612823486328,1.554863452911377
tsne,OpenFace,third_quarter_0003_10s,private,20.94273567199707,-13.075955390930176
tsne,OpenFace,third_quarter_0005_10s,private,36.356475830078125,3.3416335582733154
tsne,OpenFace,third_quarter_0007_10s,private,19.304677963256836,1.7090994119644165
tsne,OpenFace,third_quarter_0008_10s,private,48.33443832397461,-0.5646865963935852
tsne,OpenFace,third_quarter_0009_10s,private,41.58765411376953,-12.207834243774414
tsne,OpenFace,third_quarter_0011_10s,private,26.571279525756836,-12.450440406799316
tsne,OpenFace,third_quarter_0012_10s,private,28.224796295166016,-2.338381767272949
tsne,OpenFace,third_quarter_0013_10s,private,51.4004020690918,4.234527111053467
tsne,OpenFace,third_quarter_0016_10s,private,45.677330017089844,-10.747050285339355
tsne,OpenFace,third_quarter_0021_10s,private,50.256160736083984,1.9618899822235107
tsne,OpenFace,third_quarter_0022_10s,private,17.177141189575195,1.589186429977417
tsne,OpenFace,third_quarter_0023_10s,private,40.722469329833984,-4.790900707244873
tsne,OpenFace,third_quarter_0025_10s,private,33.46529769897461,-0.024216117337346077
tsne,OpenFace,third_quarter_0026_10s,private,25.041908264160156,-8.353312492370605
tsne,OpenFace,third_quarter_0030_10s,private,25.10499382019043,3.861067771911621
tsne,OpenFace,third_quarter_0031_10s,private,44.81307601928711,-4.221484661102295
tsne,OpenFace,third_quarter_0034_10s,private,17.15920639038086,1.7161333560943604
tsne,OpenFace,third_quarter_0035_10s,private,11.679617881774902,-17.72998046875
tsne,OpenFace,third_quarter_0036_10s,private,11.472976684570312,-17.524702072143555
tsne,OpenFace,third_quarter_0037_10s,private,47.862545013427734,-0.5269885063171387
tsne,OpenFace,third_quarter_0038_10s,private,40.13100814819336,-8.755608558654785
tsne,OpenFace,third_quarter_0039_10s,private,35.58993148803711,7.800734043121338
tsne,OpenFace,third_quarter_0040_10s,private,52.28166580200195,1.3507001399993896
tsne,OpenFace,third_quarter_0042_10s,private,24.039167404174805,1.602123498916626
tsne,OpenFace,third_quarter_0044_10s,private,24.00635528564453,1.2786016464233398
tsne,OpenFace,third_quarter_0046_10s,private,21.845230102539062,-6.539595127105713
tsne,OpenFace,third_quarter_0047_10s,private,39.655574798583984,-2.402059555053711
tsne,OpenFace,third_quarter_0048_10s,private,49.11604690551758,4.124288082122803
tsne,OpenFace,third_quarter_0049_10s,private,32.52903747558594,-0.32668930292129517
tsne,OpenFace,third_quarter_0051_10s,private,42.74989700317383,-13.798630714416504
tsne,OpenFace,third_quarter_0054_10s,private,35.4444694519043,8.559807777404785
tsne,OpenFace,third_quarter_0055_10s,private,33.99237823486328,1.581860899925232
tsne,OpenFace,third_quarter_0056_10s,private,29.11984634399414,4.041382789611816
tsne,OpenFace,third_quarter_0059_10s,private,38.803016662597656,3.2687339782714844
tsne,OpenFace,third_quarter_0061_10s,private,38.81077194213867,3.048229694366455
tsne,OpenFace,third_quarter_0064_10s,private,35.8267822265625,8.029747009277344
tsne,OpenFace,third_quarter_0066_10s,private,45.67302322387695,-3.6537487506866455
tsne,OpenFace,third_quarter_0067_10s,private,46.74619674682617,0.5305253267288208
tsne,OpenFace,third_quarter_0068_10s,private,47.59241485595703,-0.49793004989624023
tsne,OpenFace,third_quarter_0069_10s,private,47.366886138916016,0.34843456745147705
tsne,OpenFace,third_quarter_0070_10s,private,17.735122680664062,5.418105602264404
tsne,OpenFace,third_quarter_0072_10s,private,38.95836639404297,1.4662346839904785
tsne,OpenFace,third_quarter_0073_10s,private,28.996522903442383,-4.362443923950195
tsne,OpenFace,third_quarter_0074_10s,private,28.58811378479004,-7.794612884521484
tsne,OpenFace,third_quarter_0075_10s,private,28.215517044067383,-6.029101371765137
tsne,OpenFace,third_quarter_0076_10s,private,28.38685417175293,-6.814184665679932
tsne,OpenFace,third_quarter_0078_10s,private,29.94325828552246,-11.027295112609863
tsne,OpenFace,third_quarter_0079_10s,private,28.221336364746094,-11.330572128295898
tsne,OpenFace,third_quarter_0080_10s,private,29.360658645629883,-11.618849754333496
tsne,OpenFace,third_quarter_0081_10s,private,29.417327880859375,-11.14557933807373
tsne,OpenFace,third_quarter_0084_10s,private,28.801847457885742,-5.629521369934082
tsne,OpenFace,third_quarter_0085_10s,private,29.664243698120117,-10.027624130249023
tsne,OpenFace,third_quarter_0086_10s,private,29.04250717163086,-4.882456302642822
tsne,OpenFace,third_quarter_0087_10s,private,28.45733070373535,-5.072793483734131
tsne,OpenFace,third_quarter_0088_10s,private,31.566728591918945,-3.834009885787964
tsne,OpenFace,third_quarter_0089_10s,private,30.619617462158203,-10.072991371154785
tsne,OpenFace,third_quarter_0090_10s,private,30.874868392944336,-9.572734832763672
tsne,OpenFace,third_quarter_0092_10s,private,28.97446060180664,-6.19575834274292
tsne,OpenFace,third_quarter_0093_10s,private,30.08725929260254,-6.585492134094238
tsne,OpenFace,third_quarter_0094_10s,private,30.21352767944336,-8.908452033996582
tsne,OpenFace,third_quarter_0095_10s,private,31.116804122924805,-6.613419532775879
tsne,OpenFace,third_quarter_0097_10s,private,31.131715774536133,-10.797635078430176
tsne,OpenFace,third_quarter_0098_10s,private,29.644235610961914,-7.013542175292969
