run,model,class_id,class_label,private_proportion,source_predicted_proportion,source_true_proportion,private_minus_source_predicted,private_minus_source_true,private_mean_confidence,private_mean_entropy,is_private_dominant,source_test_accuracy,source_test_macro_accuracy,source_test_f1_macro,source_test_mae,source_test_mse
openface_tcn_i3d_fusion/ordinal,openface_tcn_i3d_fusion,2,Engage,0.4483695652173913,0.475020475020475,0.6936936936936937,-0.02665090980308371,-0.24532412847630242,0.5124833244265932,0.7497701858029221,True,0.5626535626535627,0.593316422542381,0.45909661338152363,0.49221949221949224,0.6068796068796068
openface_tcn_i3d_fusion/ordinal,openface_tcn_i3d_fusion,3,Highly Engage,0.07608695652173914,0.2153972153972154,0.09664209664209664,-0.13931025887547627,-0.0205551401203575,0.6178115042192596,0.5586273010287967,False,0.5626535626535627,0.593316422542381,0.45909661338152363,0.49221949221949224,0.6068796068796068
openface_tcn_i3d_fusion/weighted_ce,openface_tcn_i3d_fusion,0,Highly Disengage,0.35597826086956524,0.043407043407043405,0.028665028665028666,0.3125712174625218,0.32731323220453656,0.8221639845207447,0.3119838378322844,False,0.6592956592956593,0.6337428523619949,0.5541671189263279,0.37919737919737917,0.46764946764946763
openface_tcn_i3d_fusion/weighted_ce,openface_tcn_i3d_fusion,1,Disengage,0.5081521739130435,0.26863226863226863,0.180999180999181,0.23951990528077483,0.32715299291386246,0.7407566066731743,0.4758046021595358,True,0.6592956592956593,0.6337428523619949,0.5541671189263279,0.37919737919737917,0.46764946764946763
openface_tcn_i3d_fusion/weighted_ce,openface_tcn_i3d_fusion,2,Engage,0.03260869565217391,0.5274365274365275,0.6936936936936937,-0.4948278317843536,-0.6610849980415198,0.49149633944034576,0.7112077052394549,False,0.6592956592956593,0.6337428523619949,0.5541671189263279,0.37919737919737917,0.46764946764946763
openface_tcn_i3d_fusion/weighted_ce,openface_tcn_i3d_fusion,3,Highly Engage,0.10326086956521739,0.16052416052416052,0.09664209664209664,-0.05726329095894313,0.006618772923120755,0.6831178461250506,0.5613145118481234,False,0.6592956592956593,0.6337428523619949,0.5541671189263279,0.37919737919737917,0.46764946764946763
temporal_cnn/ce,temporal_cnn,0,Highly Disengage,0.01358695652173913,0.019656019656019656,0.028665028665028666,-0.0060690631342805255,-0.015078072143289536,0.672178840637207,0.47546935081481934,False,0.764946764946765,0.5012426461420388,0.5477955788617536,0.25552825552825553,0.2964782964782965
temporal_cnn/ce,temporal_cnn,1,Disengage,0.12228260869565218,0.12039312039312039,0.180999180999181,0.001889488302531786,-0.05871657230352882,0.7041844738854303,0.4420306784721712,False,0.764946764946765,0.5012426461420388,0.5477955788617536,0.25552825552825553,0.2964782964782965
temporal_cnn/ce,temporal_cnn,2,Engage,0.8206521739130435,0.814086814086814,0.6936936936936937,0.006565359826229411,0.12695848021934975,0.9156209590616605,0.16048493664766847,True,0.764946764946765,0.5012426461420388,0.5477955788617536,0.25552825552825553,0.2964782964782965
temporal_cnn/ce,temporal_cnn,3,Highly Engage,0.043478260869565216,0.04586404586404586,0.09664209664209664,-0.0023857849944806456,-0.05316383577253142,0.8325345441699028,0.2638490448161974,False,0.764946764946765,0.5012426461420388,0.5477955788617536,0.25552825552825553,0.2964782964782965
temporal_cnn/ordinal,temporal_cnn,0,Highly Disengage,0.019021739130434784,0.05978705978705979,0.028665028665028666,-0.040765320656625005,-0.009643289534593882,0.6641146540641785,0.5374719202518463,False,0.6248976248976249,0.6259962280083733,0.51924528021586,0.41932841932841936,0.5110565110565111
temporal_cnn/ordinal,temporal_cnn,1,Disengage,0.051630434782608696,0.2571662571662572,0.180999180999181,-0.20553582238364848,-0.1293687462165723,0.6951369486357036,0.48243943229317665,False,0.6248976248976249,0.6259962280083733,0.51924528021586,0.41932841932841936,0.5110565110565111
temporal_cnn/ordinal,temporal_cnn,2,Engage,0.4483695652173913,0.4987714987714988,0.6936936936936937,-0.05040193355410749,-0.24532412847630242,0.8174340755650491,0.29775056434287267,False,0.6248976248976249,0.6259962280083733,0.51924528021586,0.41932841932841936,0.5110565110565111
temporal_cnn/ordinal,temporal_cnn,3,Highly Engage,0.48097826086956524,0.18427518427518427,0.09664209664209664,0.296703076594381,0.38433616422746864,0.8862518826446965,0.20229358216811127,True,0.6248976248976249,0.6259962280083733,0.51924528021586,0.41932841932841936,0.5110565110565111
temporal_cnn/weighted_ce,temporal_cnn,0,Highly Disengage,0.016304347826086956,0.030303030303030304,0.028665028665028666,-0.013998682476943348,-0.01236068083894171,0.7524533768494924,0.44772466520468396,False,0.6945126945126945,0.620047015433583,0.5723056530799828,0.3366093366093366,0.4037674037674038
temporal_cnn/weighted_ce,temporal_cnn,1,Disengage,0.09239130434782608,0.21212121212121213,0.180999180999181,-0.11972990777338605,-0.08860787665135492,0.7218364433330648,0.4196112078463878,False,0.6945126945126945,0.620047015433583,0.5723056530799828,0.3366093366093366,0.4037674037674038
temporal_cnn/weighted_ce,temporal_cnn,2,Engage,0.8097826086956522,0.5896805896805897,0.6936936936936937,0.22010201901506254,0.1160889150019585,0.9479956040846421,0.09157428932103782,True,0.6945126945126945,0.620047015433583,0.5723056530799828,0.3366093366093366,0.4037674037674038
temporal_cnn/weighted_ce,temporal_cnn,3,Highly Engage,0.08152173913043478,0.1678951678951679,0.09664209664209664,-0.08637342876473311,-0.015120357511661853,0.9078247408072154,0.1628325526497084,False,0.6945126945126945,0.620047015433583,0.5723056530799828,0.3366093366093366,0.4037674037674038
transformer/ce,transformer,0,Highly Disengage,0.029891304347826088,0.01638001638001638,0.028665028665028666,0.013511287967809708,0.0012262756827974217,0.684267296032472,0.6153062880039215,False,0.7485667485667485,0.49845308548063916,0.5440902512504544,0.2800982800982801,0.3407043407043407
transformer/ce,transformer,1,Disengage,0.14673913043478262,0.13104013104013104,0.180999180999181,0.01569899939465158,-0.034260050564398375,0.5473619975425579,0.6951822715776937,False,0.7485667485667485,0.49845308548063916,0.5440902512504544,0.2800982800982801,0.3407043407043407
transformer/ce,transformer,2,Engage,0.7255434782608695,0.7960687960687961,0.6936936936936937,-0.07052531780792659,0.0318497845671758,0.6786976893073164,0.580171876911367,True,0.7485667485667485,0.49845308548063916,0.5440902512504544,0.2800982800982801,0.3407043407043407
transformer/ce,transformer,3,Highly Engage,0.09782608695652174,0.056511056511056514,0.09664209664209664,0.04131503044546523,0.0011839903144251068,0.5725898676448398,0.7040499813026853,False,0.7485667485667485,0.49845308548063916,0.5440902512504544,0.2800982800982801,0.3407043407043407
transformer/ordinal,transformer,0,Highly Disengage,0.0625,0.07534807534807535,0.028665028665028666,-0.012848075348075347,0.033834971334971334,0.7499244537042535,0.4478051385477833,False,0.5331695331695332,0.5714313783741863,0.4441129241585646,0.5323505323505323,0.6764946764946765
transformer/ordinal,transformer,1,Disengage,0.5570652173913043,0.2833742833742834,0.180999180999181,0.27369093401702094,0.3760660363921233,0.5933979865981311,0.6564886757513372,True,0.5331695331695332,0.5714313783741863,0.4441129241585646,0.5323505323505323,0.6764946764946765
transformer/ordinal,transformer,2,Engage,0.2554347826086957,0.42424242424242425,0.6936936936936937,-0.16880764163372858,-0.43825891108499804,0.5352552428524545,0.7083697230257886,False,0.5331695331695332,0.5714313783741863,0.4441129241585646,0.5323505323505323,0.6764946764946765
transformer/ordinal,transformer,3,Highly Engage,0.125,0.21703521703521703,0.09664209664209664,-0.09203521703521703,0.028357903357903363,0.6884833878797033,0.563383201542108,False,0.5331695331695332,0.5714313783741863,0.4441129241585646,0.5323505323505323,0.6764946764946765
transformer/weighted_ce,transformer,0,Highly Disengage,0.10597826086956522,0.05241605241605242,0.028665028665028666,0.0535622084535128,0.07731323220453655,0.7144560225498982,0.5297460019206389,False,0.5798525798525799,0.5685405933683827,0.47123559277011684,0.48157248157248156,0.6208026208026208
transformer/weighted_ce,transformer,1,Disengage,0.46467391304347827,0.2588042588042588,0.180999180999181,0.2058696542392195,0.2836747320442973,0.5753247575801715,0.6801280637233578,True,0.5798525798525799,0.5685405933683827,0.47123559277011684,0.48157248157248156,0.6208026208026208
transformer/weighted_ce,transformer,2,Engage,0.3233695652173913,0.4701064701064701,0.6936936936936937,-0.1467369048890788,-0.3703241284763024,0.5291819940595066,0.7495065579394332,False,0.5798525798525799,0.5685405933683827,0.47123559277011684,0.48157248157248156,0.6208026208026208
transformer/weighted_ce,transformer,3,Highly Engage,0.10597826086956522,0.21867321867321868,0.09664209664209664,-0.11269495780365346,0.00933616422746858,0.5887008171815139,0.6922847418448864,False,0.5798525798525799,0.5685405933683827,0.47123559277011684,0.48157248157248156,0.6208026208026208
