base_model_display,CE,Weighted CE,Ordinal
openface_mlp,0.5733695652173914,0.9510869565217392,0.7635869565217391
tcn,0.3722826086956521,0.3967391304347826,0.6739130434782609
lstm,0.842391304347826,0.9184782608695652,1.3858695652173914
transformer,0.4728260869565217,0.8260869565217391,0.8070652173913043
i3d_mlp,0.5516304347826086,0.8695652173913043,0.9565217391304348
fusion,1.4076086956521738,1.3016304347826086,0.7445652173913043
